benchmark_set,qid,hop_count,gold_documents_count,gold_chunks_count,gold_spans_count,spans_verbatim_verified,references_doc034,references_doc086,contamination_flag,question_excerpt
holdout1,CONF_Q103,2,2,2,2,True,False,False,CLEAN,根据卫生部《关于对穴位按摩治疗近视等有关问题的批复》（卫医发〔2004〕380号）和《医疗机构管理条例》的规定，利用药物和穴位按摩治疗近视、弱视等眼部疾病是否属于诊疗活动？若属于，任何单位和个人开展此
holdout1,CONF_Q104,2,1,2,2,True,False,False,CLEAN,《中华人民共和国国境卫生检疫法》经过多次修正，其现行有效版本中，对于中华人民共和国边防机关与邻国边防机关之间在边境地区的往来，以及居住在两国边境接壤地区的居民在边境指定地区的临时往来，双方的交通工具和
holdout1,CONF_Q105,2,2,2,2,True,False,False,CLEAN,某内科执业医师未进行执业注册（未取得医师执业证书），但已在设有超声心动图检查室的心内科从事心血管疾病诊疗工作，并独立为患者进行超声心动图检查且出具了诊断报告。根据《关于心内科医师从事超声心动图检查有关
holdout1,CONF_Q106,2,2,2,2,True,False,False,CLEAN,根据《国家卫生计生委关于“撤村改居”后原乡村医生执业问题的批复》和《乡村医生从业管理条例》，对于“撤村改居”后已取得合法行医资格并在原村医疗卫生机构工作的乡村医生，在转型后的城市社区卫生服务机构注册执
holdout1,CONF_Q107,2,2,2,2,True,False,False,CLEAN,《食盐加碘消除碘缺乏危害管理条例》与《中华人民共和国食品安全法》在食盐加碘管理上如何衔接？若违反该条例的碘盐加工、运输和储存规定，应依据哪部法律及何种规定追究法律责任？
holdout1,CONF_Q108,2,2,2,2,True,False,False,CLEAN,根据《中华人民共和国母婴保健法》第四条的规定，国务院卫生行政部门主管全国母婴保健工作，并可根据不同地区情况提出分级分类指导原则。那么，作为下位法的《中华人民共和国母婴保健法实施办法》在2017年修订后
holdout1,CONF_Q109,2,2,2,2,True,False,False,CLEAN,根据《卫生部关于农村接生员和乡村医生执业行为相关问题的批复》和《乡村医生从业管理条例》，在《乡村医生从业管理条例》公布之前，乡村医生一般医疗服务的范围及一般医学处置的具体项目应如何确定？该条例的制定依
holdout1,CONF_Q110,2,2,2,2,True,False,False,CLEAN,某疫苗属于非免疫规划疫苗，用于预防某种乙类传染病。若国务院卫生行政部门经国务院批准，决定对该乙类传染病采取甲类传染病的预防、控制措施，那么该疫苗的研制、生产、流通和预防接种及其监督管理活动应如何适用法
holdout1,CONF_Q111,2,2,2,2,True,False,False,CLEAN,只开展单一疾病诊疗的医疗机构，若要以具体疾病名称作为识别名称并发布医疗广告，应由哪一级卫生行政部门核准？该核准权限与《医疗机构管理条例》第五条规定的医疗机构监督管理职责如何衔接？
holdout1,CONF_Q112,2,2,2,2,True,False,False,CLEAN,根据《流动人口计划生育工作条例》第二条对流动人口的界定，结合《中华人民共和国人口与计划生育法》第二条关于计划生育基本国策及综合措施的规定，判断下列人员中哪些属于流动人口，并说明国家对其开展计划生育工作
holdout1,CONF_Q113,2,2,2,2,True,False,False,CLEAN,《反兴奋剂条例》对兴奋剂管理作出了规定，而兴奋剂中的蛋白同化制剂、肽类激素等属于药品。根据《中华人民共和国药品管理法》的立法目的和监管要求，试分析《反兴奋剂条例》中兴奋剂管理的规定与《药品管理法》的衔
holdout1,CONF_Q114,2,2,2,2,True,False,False,CLEAN,取得香港居民身份证的内地乡村医生在内地行医期间发生医疗事故争议的，其执业资格是否继续有效？发生医疗事故争议应如何处理？该处理方式依据的是哪部法规？
holdout1,CONF_Q115,2,2,2,2,True,False,False,CLEAN,根据《关于对非法采供血液和单采血浆、非法行医专项整治工作中有关法律适用问题的批复》及相关批复，对于取得医师资格但未经执业注册的人员开展医师执业活动，以及医学生毕业后暂未取得医师资格从事诊疗活动，应如何
holdout1,CONF_Q116,2,2,2,2,True,False,False,CLEAN,根据《医疗事故处理条例》和《计划生育技术服务管理条例》，当计划生育技术服务中发生医疗事故时，应如何适用法规？具体而言，公民在享有避孕方法知情选择权并接受国家免费提供的避孕、节育技术服务过程中，若因医疗
holdout1,CONF_Q117,2,2,2,2,True,False,False,CLEAN,根据《卫生部关于药品经营机构申办医疗机构有关问题的批复》和《医疗机构管理条例》第五条的规定，药品经营机构能否在药品经营场所设置诊所或门诊部？请结合两个法规切片说明理由，并指出负责监督管理的行政部门。
holdout1,CONF_Q118,2,2,2,2,True,False,False,CLEAN,根据《卫生部关于对涉外婚前医学检查及有关问题请示的批复》和《中华人民共和国母婴保健法》，中国公民与外国人在中国境内结婚登记时，婚前医学检查的规定是否适用？若适用，关于婚前保健机构和技术人员的审批等若干
holdout1,CONF_Q119,2,1,2,2,True,False,False,CLEAN,《食盐加碘消除碘缺乏危害管理条例》经2017年修订后，对于经省、自治区、直辖市人民政府卫生行政部门、盐业主管机构确定为应当供应碘盐的非缺碘地区，应当适用该条例中哪些具体条款的规定？
holdout1,CONF_Q120,2,2,2,2,True,False,False,CLEAN,某医疗美容门诊部（属于《医疗机构管理条例实施细则》第三条规定的医疗机构类别中的“专科门诊部”）擅自开展“双侧咬肌部分切除术”。根据《关于医疗美容的七个批复文件》和《医疗机构管理条例实施细则》的相关规定
holdout1,CONF_Q121,2,2,2,2,True,False,False,CLEAN,根据《关于医疗广告审查中有关问题的批复》，只开展单一疾病诊疗的医疗机构在命名和发布医疗广告时有何特殊规定？结合《医疗机构管理条例实施细则》第三条关于医疗机构类别的规定，这类机构可能属于哪一类别？
holdout1,CONF_Q122,2,2,2,2,True,False,False,CLEAN,根据卫生部关于涉外婚前医学检查的批复，中国公民与外国人在中国境内结婚登记时是否需要进行婚前医学检查？如果需要，婚前保健机构和技术人员的审批应依据什么规定执行？
holdout1,CONF_Q123,2,2,2,2,True,False,False,CLEAN,根据《计划生育技术服务管理条例》第三条的规定，国家向农村实行计划生育的育龄夫妻免费提供避孕、节育技术服务，所需经费由地方财政予以保障，中央财政对西部困难地区给予适当补助。如果某农村育龄夫妻在接受此类免
holdout1,CONF_Q124,2,2,2,2,True,False,False,CLEAN,根据《卫生部关于超范围执业认定的五个批复》，医疗机构开展医疗美容项目时，若违反《医疗机构管理条例实施细则》第三条关于医疗机构类别的规定，是否构成超范围执业？请结合两个法规切片说明认定依据。
holdout1,CONF_Q125,2,2,2,2,True,False,False,CLEAN,《国内交通卫生检疫条例》的制定依据是《中华人民共和国传染病防治法》。根据该法第四条，对乙类传染病中传染性非典型肺炎、炭疽中的肺炭疽和人感染高致病性禽流感，应采取何种预防、控制措施？若需对其他乙类传染病
holdout1,CONF_Q126,2,2,2,2,True,False,False,CLEAN,根据《突发公共卫生事件应急条例》对突发公共卫生事件的定义，若某地突然发生群体性不明原因疾病，需要采取甲类传染病的预防、控制措施，应当由哪个部门报经国务院批准后予以公布、实施？解除该措施时又应遵循何种程
holdout1,CONF_Q127,2,2,2,2,True,False,False,CLEAN,根据《传染病防治法》第四条，对乙类传染病中传染性非典型肺炎、炭疽中的肺炭疽和人感染高致病性禽流感，采取甲类传染病的预防、控制措施。若某省、自治区、直辖市人民政府决定将本行政区域内常见、多发的其他地方性
holdout1,CONF_Q128,2,1,2,2,True,False,False,CLEAN,《艾滋病防治条例》的施行日期是哪一天？在该条例施行后，此前由卫生部、外交部、公安部、原国家教育委员会、国家旅游局、原中国民用航空局、国家外国专家局发布的哪一规定同时废止？
holdout1,CONF_Q129,2,2,2,2,True,False,False,CLEAN,根据《卫生部关于医疗广告审查中有关问题的批复》（卫医函〔2008〕25号），医疗广告审查中涉及医疗机构类别的认定时，应依据哪一法规的哪一条款？该条款规定的医疗机构类别具体包括哪些？
holdout1,CONF_Q130,2,2,2,2,True,False,False,CLEAN,《反兴奋剂条例》与《中华人民共和国食品安全法》在立法依据和修订程序上有何关联？请结合两部法规的公布/修订信息说明。
holdout1,CONF_Q131,2,2,2,2,True,False,False,CLEAN,《国内交通卫生检疫条例》的制定依据是《中华人民共和国传染病防治法》，而《中华人民共和国国境卫生检疫法》的制定依据是什么？请结合两个法规切片，说明《国内交通卫生检疫条例》与《中华人民共和国国境卫生检疫法
holdout1,CONF_Q132,2,2,2,2,True,False,False,CLEAN,根据《卫生部关于超范围执业认定的五个批复》，医疗机构违反规定开展相应级别的医疗美容项目应视为超范围执业。那么，对于此类超范围执业的医疗机构，应由哪些卫生行政部门依据《医疗机构管理条例》负责监督管理？
holdout1,CONF_Q133,2,2,2,2,True,False,False,CLEAN,根据《中华人民共和国母婴保健法》第四条的规定，国务院卫生行政部门主管全国母婴保健工作，并对全国母婴保健工作实施监督管理。现假设某乙类传染病（如传染性非典型肺炎）暴发，需要采取甲类传染病的预防、控制措施
holdout1,CONF_Q134,2,2,2,2,True,False,False,CLEAN,根据《关于全科医疗科诊疗范围的批复》，医疗机构核准登记的诊疗科目仅为全科医疗科却设置了外科、妇产科、口腔科等诊疗科目的，属于超范围执业，应当按照《医疗机构管理条例》第四十七条的规定进行行政处罚。那么，
holdout1,CONF_Q135,2,2,2,2,True,False,False,CLEAN,根据《医疗机构管理条例实施细则》第三条（经修订）的规定，社区卫生服务中心和社区卫生服务站属于医疗机构的哪一类别？同时，依据《医疗机构管理条例》第五条，哪一级卫生行政部门负责本行政区域内此类医疗机构的监
holdout1,CONF_Q136,2,2,2,2,True,True,False,CONTAMINATED_DOC034,根据《关于医疗美容的七个批复文件》，冷光美肤仪应作为哪类医疗器械管理？该分类决定依据了《医疗器械监督管理条例》中的什么规定？
holdout1,CONF_Q137,2,2,2,2,True,False,False,CLEAN,根据《卫生部关于对异地职业病诊断有关问题的批复》（卫法监发[2003]298号）和《中华人民共和国职业病防治法》的相关规定，劳动者在申请异地职业病诊断时，应遵循哪些程序？如果某一诊断机构已作出职业病诊
holdout1,CONF_Q138,2,2,2,2,True,False,False,CLEAN,根据《中华人民共和国疫苗管理法》和《中华人民共和国药品管理法》的规定，在中华人民共和国境内从事疫苗研制、生产、流通和预防接种及其监督管理活动，若《疫苗管理法》未作规定的，应当适用哪部法律？该适用关系在
holdout1,CONF_Q139,2,2,2,2,True,False,False,CLEAN,根据《计划生育技术服务管理条例》和《医疗机构管理条例》，农村实行计划生育的育龄夫妻免费获得避孕、节育技术服务时，提供该服务的医疗机构的监督管理工作由谁负责？
holdout1,CONF_Q140,2,2,2,2,True,False,False,CLEAN,《医疗纠纷预防和处理条例》第三条规定国家建立医疗质量安全管理体系以预防、减少医疗纠纷，而《医疗事故处理条例》作为国务院令第351号公布、2002年9月1日开始施行的行政法规，其目录中哪一章直接对应医疗
holdout1,CONF_Q141,2,2,2,2,True,False,False,CLEAN,根据《卫生部关于乡村医生执业的六个批复》中关于乡村医生跨行政区域行医的规定，乡村医生必须在何处执业？若违反该规定，应依据《医疗机构管理条例》的哪一条款进行处理？同时，根据《医疗机构管理条例》第五条的规
holdout1,CONF_Q142,2,2,2,2,True,False,False,CLEAN,在中华人民共和国境内，某医疗机构为患者实施了心脏移植手术，但手术过程中因医务人员过失导致患者死亡。请问：该心脏移植手术是否适用《人体器官移植条例》？若适用，该医疗事故的处理是否应依据《医疗事故处理条例
holdout1,CONF_Q143,2,2,2,2,True,False,False,CLEAN,根据《放射性同位素与射线装置安全和防护条例》第二条，在中华人民共和国境内生产、销售、使用放射性同位素和射线装置以及转让、进出口放射性同位素的，应当遵守该条例；而《中华人民共和国职业病防治法》经多次修正
holdout1,CONF_Q144,2,2,2,2,True,False,False,CLEAN,根据《医疗废物管理条例》和《中华人民共和国传染病防治法》，对于乙类传染病中的人感染高致病性禽流感，应当采取何种预防、控制措施？该措施与医疗废物管理有何关联？
holdout1,CONF_Q145,2,2,2,2,True,False,False,CLEAN,根据《艾滋病防治条例》和《公共场所卫生管理条例》，公共场所如宾馆、公共浴室、影剧院等是否属于艾滋病防治的公共场所？若属于，其卫生管理应遵循哪些规定？
holdout1,CONF_Q146,2,2,2,2,True,False,False,CLEAN,在中华人民共和国境内，对从事人体器官移植的医疗机构进行监督管理时，应当如何适用《人体器官移植条例》的适用范围规定，并依据《医疗机构管理条例》确定由哪个部门负责？
holdout1,CONF_Q147,2,2,2,2,True,False,False,CLEAN,根据《关于对非法采供血液和单采血浆、非法行医专项整治工作中有关法律适用问题的批复》中提及的非法行医情形，结合《中华人民共和国献血法》第六条的规定，若某单位未动员和组织本单位适龄公民参加献血，且该单位内
holdout1,CONF_Q148,2,2,2,2,True,False,False,CLEAN,根据《中华人民共和国食品安全法实施条例》第三条，国务院食品安全委员会负责分析食品安全形势、研究部署、统筹指导食品安全工作，提出食品安全监督管理的重大政策措施，督促落实食品安全监督管理责任。请问，该委员
holdout1,CONF_Q149,2,2,2,2,True,False,False,CLEAN,根据《关于取得助产士（师）资格人员不能认定执业医师资格的批复》及《护士条例》，取得助产士（师）资格的人员能否被认定为执业医师？同时，依据《护士条例》，对于到农村、基层医疗卫生机构工作的护士，政府应采取
holdout1,CONF_Q150,2,2,2,2,True,False,False,CLEAN,根据卫生部《关于产妇分娩后胎盘处理问题的批复》，产妇分娩后胎盘应当归谁所有？在什么情况下医疗机构可以处置胎盘？如果胎盘可能造成传染病传播，医疗机构应当如何处理？该处理方式与《医疗废物管理条例》有何衔接
holdout1,CONF_Q151,3,3,3,3,True,False,False,CLEAN,某市卫生局在审查一家新设立的社区卫生服务中心的医疗广告时，需要依据《卫生部关于医疗广告审查中有关问题的批复》判断该机构是否属于《医疗机构管理条例实施细则》第三条规定的医疗机构类别，同时须遵守《医疗机构
holdout1,CONF_Q152,3,2,3,3,True,True,False,CONTAMINATED_DOC034,某医疗美容机构使用冷光美肤仪开展除痤疮治疗，同时由仅登记美容中医科的科室实施整形美容手术，并超级别开展医疗美容项目。请问：该机构上述行为应如何定性？在医疗器械管理、执业范围认定及超范围执业处理上，分别
holdout1,CONF_Q153,3,3,3,3,True,False,False,CLEAN,某市卫生行政部门在监督检查中发现，一家经军队卫生主管部门批准设立的军队医疗机构，正在为一名中国公民与一名外国人办理结婚登记提供婚前医学检查服务。该机构声称其已取得军队卫生主管部门的执业许可，且涉外婚前
holdout1,CONF_Q154,3,1,3,3,True,False,False,CLEAN,《中华人民共和国国境卫生检疫法》自1986年公布后历经多次修正，请问：该法现行有效版本的修正沿革如何？该法第一章总则的立法目的和基本制度是什么？对于中华人民共和国边防机关与邻国边防机关之间在边境地区的
holdout1,CONF_Q155,3,3,3,3,True,False,False,CLEAN,某省发生一起案件：一名已取得医师资格但未经执业注册的人员私自开展家庭接生，造成孕妇及新生儿死亡。在追究其法律责任并处理相关医疗机构时，需要综合适用《卫生部关于未经执业注册医师私自开展家庭接生造成人员死
holdout1,CONF_Q156,3,3,3,3,True,False,False,CLEAN,某养生保健机构未取得《医疗机构执业许可证》，使用穴位按摩方法治疗顾客的近视和弱视，并收取费用。该机构所在地为安徽省某县。请问：1. 该机构的行为是否属于诊疗活动？依据是什么？2. 该机构若合法开展诊疗
holdout1,CONF_Q157,3,3,3,3,True,False,False,CLEAN,某患者在接受人体器官移植手术时发生医疗事故，该手术由军队医疗机构实施。请问：1）根据《人体器官移植条例》第一章总则，该条例的适用范围是否涵盖军队医疗机构？2）根据《医疗事故处理条例》，处理该医疗事故时
holdout1,CONF_Q158,3,2,3,3,True,False,False,CLEAN,根据《中华人民共和国母婴保健法》的立法依据与主管部门职责，以及《中华人民共和国传染病防治法》关于乙类传染病采取甲类防控措施的规定，请回答：国务院卫生行政部门在母婴保健工作中行使哪些主要职权？同时，在传
holdout1,CONF_Q159,3,3,3,3,True,False,False,CLEAN,某县卫生健康局在调查一起因计划生育节育手术引发的医疗纠纷时，需要同时适用《医疗纠纷预防和处理条例》《医疗事故处理条例》和《计划生育技术服务管理条例》。请结合三部法规的切片内容回答：该局在总则依据、事故
holdout1,CONF_Q160,3,2,3,3,True,False,False,CLEAN,某市卫生健康委员会在开展艾滋病防治专项检查时，发现一家宾馆未在公共场所内放置安全套或者设置安全套发售设施，同时该宾馆的经营者辩称其不属于《艾滋病防治条例》规定的公共场所范围。请结合《艾滋病防治条例》的
holdout1,CONF_Q161,3,2,3,3,True,False,False,CLEAN,某省卫生健康行政部门在2023年处理一起涉及计划生育技术服务的医疗事故争议时，需要同时适用《医疗事故处理条例》和《计划生育技术服务管理条例》。请结合《医疗事故处理条例》的施行时间、其第一章总则的立法目
holdout1,CONF_Q162,3,3,3,3,True,False,False,CLEAN,某市卫生健康行政部门在执法检查中发现：一名中国公民与一名外国人拟在该市办理结婚登记，但未进行婚前医学检查；同时，该市某计划生育技术服务机构向农村育龄夫妻免费提供避孕节育技术服务，并声称其服务依据是《计
holdout1,CONF_Q163,3,2,3,3,True,False,False,CLEAN,某乡村医生原在甲村卫生室执业并持有有效《乡村医生执业证书》。后因城区扩大，甲村实施“撤村改居”，原村卫生室转型为城市社区卫生服务机构，该乡村医生继续在该机构注册执业。现其执业证书有效期满，卫生行政部门
holdout1,CONF_Q164,3,3,3,3,True,False,False,CLEAN,某产妇在医疗机构分娩后，胎盘可能造成传染病传播。根据《关于产妇分娩后胎盘处理问题的批复》《中华人民共和国母婴保健法实施办法》和《计划生育技术服务管理条例》，请回答：1. 该胎盘的所有权归属及医疗机构处
holdout1,CONF_Q165,3,3,3,3,True,False,False,CLEAN,某省卫生健康委员会在2023年开展母婴保健与计划生育技术服务专项检查时，发现某县级妇幼保健机构同时存在以下问题：未按《母婴保健法实施办法》要求提供婚前保健服务；未保障农村育龄夫妻免费获得避孕、节育技术
holdout1,CONF_Q166,3,2,3,3,True,False,False,CLEAN,某乡村医生原在甲村医疗卫生机构执业并已取得合法行医资格。后该村实施“撤村改居”，原村医疗卫生机构转型为城市社区卫生服务机构，该乡村医生继续在转型后的机构注册执业。现其乡村医生执业证书有效期满，卫生行政
holdout1,CONF_Q167,3,3,3,3,True,False,False,CLEAN,某省甲市近期发现一种突发原因不明的传染病，经评估需要采取甲类传染病的预防、控制措施。同时，该市部分军队医疗机构也承担着母婴保健服务。请问：1）对该突发原因不明的传染病采取甲类传染病预防、控制措施，应当
holdout1,CONF_Q168,3,3,3,3,True,False,False,CLEAN,某省行政区域内近期出现一种常见、多发的其他地方性传染病，经评估需要按照乙类传染病管理。省人民政府根据《中华人民共和国传染病防治法》决定将该病按照乙类传染病管理并予以公布。请问：该省在公布后应履行何种备
holdout1,CONF_Q169,3,3,3,3,True,False,False,CLEAN,某省人民政府拟将本行政区域内一种常见、多发的其他地方性传染病，决定按照乙类传染病管理并予以公布，同时要求该省各级卫生行政部门据此对辖区内所有医疗机构（含军队医疗机构）的传染病防治和医疗废物处置工作加强
holdout1,CONF_Q170,3,3,3,3,True,False,False,CLEAN,某省卫生健康委员会在监督检查中发现，一家军队医疗机构在开展计划生育技术服务时发生医疗事故。请问：1）根据《计划生育技术服务管理条例》，该条例第一章总则对计划生育技术服务的管理体制作出了何种原则性规定？
holdout1,CONF_Q171,3,3,3,3,True,False,False,CLEAN,某农村育龄夫妻在县级医疗机构接受计划生育技术服务时，因医疗事故受到损害。该医疗机构同时属于军队医疗机构，且该医疗事故的行政处理涉及计划生育技术服务免费政策。请结合《医疗事故处理条例》《计划生育技术服务
holdout1,CONF_Q172,3,3,3,3,True,False,False,CLEAN,某省卫生行政部门在审批一家只开展单一疾病诊疗的医疗机构时，拟核准其以具体疾病名称作为识别名称，并允许其在发布医疗广告时于相应诊疗科目后注明专科疾病名称。请结合《关于医疗广告审查中有关问题的批复》《医疗
holdout1,CONF_Q173,3,3,3,3,True,False,False,CLEAN,某县卫生健康局在专项整治中发现：①王某已取得医师资格但未经执业注册，在某中医诊所内独立开展针灸诊疗活动，后患者因针灸导致肺脏破裂死亡；②该中医诊所已取得《医疗机构执业许可证》，但未配备注册医师；③该诊
holdout1,CONF_Q174,3,3,3,3,True,False,False,CLEAN,某产妇在医疗机构分娩后，胎盘经检测可能造成传染病传播。产妇未明确表示放弃或捐献胎盘。医疗机构应当如何处理该胎盘？请结合《关于产妇分娩后胎盘处理问题的批复》《医疗废物管理条例》和《中华人民共和国传染病防
holdout1,CONF_Q175,3,2,3,3,True,False,False,CLEAN,《中华人民共和国母婴保健法实施办法》的制定依据、总则要求与《中华人民共和国母婴保健法》第四条规定的母婴保健工作管理体制如何衔接？请结合《实施办法》的公布修订信息、第一章总则内容以及《母婴保健法》第四条
holdout1,CONF_Q176,3,2,3,3,True,False,False,CLEAN,某医疗机构拟在中华人民共和国境内开展一项医疗技术，该技术涉及摘取捐献人具有特定功能的心脏并植入接受人体内以代替其病损心脏。该机构在申请开展此项技术时，需要同时考虑《人体器官移植条例》和《医疗机构管理条
holdout1,CONF_Q177,3,2,3,3,True,False,False,CLEAN,某省卫生健康委员会在监督检查中发现一家登记为美容中医科的医疗美容机构开展了“双侧咬肌部分切除术”，该机构辩称其已取得《医疗机构执业许可证》且美容中医科属于医疗美容科目，同时该机构还使用冷光美肤仪为患者
holdout1,CONF_Q178,3,2,3,3,True,False,False,CLEAN,某地拟新设一家为社区居民提供基本医疗和公共卫生服务的非营利性医疗机构，在确定其机构类别、判断该细则的制定依据以及明确各级卫生行政部门的监督管理职责时，应当如何依据《医疗机构管理条例实施细则》第三条（含
holdout1,CONF_Q179,3,2,3,3,True,False,False,CLEAN,某地拟新设一家“社区卫生服务站”，在办理设置审批和监督管理时，需要依据《医疗机构管理条例实施细则》第三条（经修订）确定其是否属于医疗机构类别，并依据《医疗机构管理条例实施细则》第一条说明该细则的制定依
holdout1,CONF_Q180,3,3,3,3,True,False,False,CLEAN,中国公民与外国人在中国境内办理结婚登记时，婚前医学检查是否适用《母婴保健法》？若适用，应由哪些机构和技术人员实施？该事项的全国监督管理职责由哪个部门承担，并依据什么原则进行分级分类指导？请结合《卫生部
holdout1,CONF_Q181,3,2,3,3,True,False,False,CLEAN,《中华人民共和国母婴保健法实施办法》由国务院卫生行政部门制定并经国务院批准公布，其第一章总则对母婴保健工作监督管理职责作出了原则性规定；而《医疗机构管理条例》第五条则对全国及地方医疗机构的监督管理体制
holdout1,CONF_Q182,3,2,3,3,True,False,False,CLEAN,某县市场监督管理局在2023年5月对一家食品生产企业进行监督检查时，发现该企业生产的食品中添加了可能严重危害人体健康的非食用物质，涉嫌构成生产、销售有毒、有害食品罪。该局拟将此案移送公安机关。请结合《
holdout1,CONF_Q183,3,2,3,3,True,False,False,CLEAN,《反兴奋剂条例》自2004年公布后历经三次修订，其第一章总则对兴奋剂管理体制作出规定；而《中华人民共和国药品管理法》自1984年通过后也历经多次修订，其总则对药品监督管理体制作出规定。请结合《反兴奋剂
holdout1,CONF_Q184,3,2,3,3,True,False,False,CLEAN,某地突然发生群体性不明原因疾病，经初步评估可能构成突发公共卫生事件。请问：根据《突发公共卫生事件应急条例》和《中华人民共和国传染病防治法》的衔接规定，该事件是否属于突发公共卫生事件？若需要对该疾病采取
holdout1,CONF_Q185,3,3,3,3,True,False,False,CLEAN,某市卫生行政部门在监督检查中发现，一家经批准开展涉外婚前医学检查的医疗机构，其婚前医学检查对象包括中国公民与外国人结婚的情形。该机构辩称《母婴保健法》关于婚前医学检查的规定不适用于涉外婚姻，且其审批和
holdout1,CONF_Q186,3,2,3,3,True,False,False,CLEAN,根据《计划生育技术服务管理条例》的立法目的和基本原则，结合《医疗机构管理条例》的监督管理体制，回答：计划生育技术服务中，国家向农村实行计划生育的育龄夫妻免费提供避孕、节育技术服务的经费保障机制是什么？
holdout1,CONF_Q187,3,3,3,3,True,False,False,CLEAN,某市卫生健康行政部门在执法检查中发现：一名中国公民与一名外国人拟在该市办理结婚登记，但未进行婚前医学检查；同时，该市某计划生育技术服务机构向农村育龄夫妻免费提供避孕节育技术服务，并声称其服务依据是《计
holdout1,CONF_Q188,3,3,3,3,True,False,False,CLEAN,某产妇在分娩后，医疗机构发现其胎盘可能造成传染病传播。根据《关于产妇分娩后胎盘处理问题的批复》《医疗纠纷预防和处理条例》和《医疗事故处理条例》，请回答：1）该胎盘的所有权归属及医疗机构在何种条件下可以
holdout1,CONF_Q189,3,3,3,3,True,False,False,CLEAN,某医疗美容门诊部（类别为专科门诊部）登记诊疗科目仅为美容中医科，实际由美容中医科医师开展了“双侧咬肌部分切除术”。该行为同时涉及项目级别、执业范围与机构类别管理。请结合《关于医疗美容的七个批复文件》《
holdout1,CONF_Q190,3,2,3,3,True,False,False,CLEAN,某省A市（非检疫传染病疫区）在国际通航港口所在城市发现一例传染性非典型肺炎病例，同时该市有一列列车即将驶往另一非疫区B市。请问：1）对该列车及其乘运人员、物资是否应实施交通卫生检疫？依据何在？2）对传
holdout1,CONF_Q191,3,3,3,3,True,False,False,CLEAN,某省A市近期出现一种突发原因不明的传染病，经省级人民政府决定，将该传染病按照乙类传染病管理并予以公布，同时报国务院卫生行政部门备案。为控制该传染病通过交通工具传播，A市卫生行政部门拟对辖区内某医疗机构
holdout1,CONF_Q192,3,2,3,3,True,False,False,CLEAN,根据《医疗纠纷预防和处理条例》第三条、第一条以及《医疗事故处理条例》的公布与施行信息，请综合回答：我国医疗纠纷预防与处理制度在立法目的、体系构建和施行时间衔接上如何体现协同关系？具体而言，国家建立医疗
holdout1,CONF_Q193,3,3,3,3,True,False,False,CLEAN,某医学院校研究生王某已取得医师资格但未进行执业注册，在未取得医师执业证书的情况下，其先在某教学医院实习期间单独接诊了一名患者，后又私自前往患者家中开展家庭接生，造成孕妇及新生儿死亡。请结合《关于张安医
holdout1,CONF_Q194,3,3,3,3,True,False,False,CLEAN,某省卫生健康委员会在2025年开展医疗与计划生育技术服务综合执法检查时，发现某医疗机构存在以下情形：一是未取得人体器官移植资质却实施了1例肝脏移植手术，术后患者因排斥反应死亡；二是该机构在实施计划生育
holdout1,CONF_Q195,3,3,3,3,True,False,False,CLEAN,某市卫生健康委员会在监督检查中发现，一家经批准设置的“社区卫生服务站”开展了属于《医疗美容项目分级管理目录》中规定应由美容医院或三级医院才能开展的三级医疗美容项目。该社区卫生服务站辩称其《医疗机构执业
holdout1,CONF_Q196,3,3,3,3,True,False,False,CLEAN,某美容中医科医疗机构（诊疗科目仅登记为美容中医科）在未增设相应诊疗科目情况下，由一名执业注册为中医专业、从事中医妇产科临床工作并已取得计划生育技术服务相应资质的医师，为患者实施了整形美容手术和计划生育
holdout1,CONF_Q197,3,2,3,3,True,False,False,CLEAN,某省药品监督管理部门在查处一起非法生产非免疫规划疫苗案件时，发现该疫苗属于《中华人民共和国疫苗管理法》规定的疫苗，但该法对某一具体生产管理事项未作规定。请问：1. 根据《疫苗管理法》的适用范围和定义，
holdout1,CONF_Q198,3,3,3,3,True,False,False,CLEAN,某产妇在医疗机构分娩后，胎盘可能造成传染病传播。根据《关于产妇分娩后胎盘处理问题的批复》《中华人民共和国母婴保健法实施办法》和《中华人民共和国母婴保健法》的相关规定，请回答：1）该胎盘的所有权归属及处
holdout1,CONF_Q199,3,3,3,3,True,False,False,CLEAN,某农村育龄夫妻在乡卫生院接受免费避孕节育技术服务时，因医师操作不当导致受术者子宫穿孔并需住院治疗。该夫妻认为属于医疗事故，要求赔偿。请结合《母婴保健法实施办法》《计划生育技术服务管理条例》《医疗事故处
holdout1,CONF_Q200,3,3,3,3,True,False,False,CLEAN,某心内科医师已在设有超声心动图检查室的心内科执业，注册执业范围为内科专业并从事心血管疾病诊疗工作，但尚未注册取得医师执业证书。若其独立为患者进行超声心动图检查并出具诊断报告，后因操作失误造成患者人身损
holdout2,H2_001,1,1,1,1,True,False,False,CLEAN,根据《麻醉药品和精神药品管理条例》，发生麻醉药品和精神药品被盗、被抢、丢失或者其他流入非法渠道的情形时，案发单位应当立即采取什么措施并报告哪些部门？
holdout2,H2_002,1,1,1,1,True,False,False,CLEAN,根据《反兴奋剂条例》，申请出口蛋白同化制剂、肽类激素时，省、自治区、直辖市人民政府药品监督管理部门应当自收到申请之日起多少个工作日内作出决定？
